Department of General Services - Procurement Division (DGS-PD),,,,,,,,,,,,,
STATE CONTRACTS INDEX LISTING,,,,,,,,,,,,,
The State Contracts Index Listing identifies current Leveraged Procurement Agreements (LPAs). Questions? Contact the Contract Administrator or PDWebmaster@dgs.ca.gov,,,,,,,,,,,,,
"To access individual LPA contract documents and User Instructions, click the direct link in the next cell or go to Cal eProcure (Contract Search): ",,,,,,Cal eProcure (State Contracts Search),,,,,,,
Blank cells indicate no applicable data. Click on contract type acronym in table for definition.,,,,,,,,,,,,,
LAST UPDATED: 12/15/2022,,,,,,,,,,,,,
"Contract Type  
(DGS use only)",Commodity/Service Description,Contract Number,Contractor Name,Contract Start Date,Contract End Date,Extensions Possible (Yes/No),"Mandatory 
(Yes/No)","State Users (Statewide/
Dept Use Only)",Open to Local Agencies  (Yes/No),State Contract Administrator,Phone,"Environmentally Preferable Purchasing
(EPP) Compliant
(Click link to access Buying Green website)","Rebid Information
(Click link to access solicitation)"
SLP,Granicus Software,SLP-21-70-0209P,HF TECH SERVICES INC,6/10/2021,6/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Granicus Software,SLP-21-70-0282C,KAMBRIAN CORPORATION,6/10/2021,6/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Granicus Software,SLP-21-70-0181O,SOLUTIONS SIMPLIFIED,6/10/2021,6/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Granicus Software,SLP-21-70-0287D,SUNSTONEIT LLC,6/10/2021,6/30/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,HashiCorp Software,SLP-22-70-0283E,AVERE INCORPORATED,8/9/2022,6/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,HashiCorp Software,SLP-21-70-0151G,KOVARUS INC,5/6/2021,6/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,HashiCorp Software,SLP-21-70-0321A,PRODIGY CONSULTING LLC,1/14/2021,6/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,HashiCorp Software,SLP-20-70-0023J,ENTISYS360,1/13/2021,6/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,HashiCorp Software,SLP-20-70-0253C,SECURE SMART SOLUTIONS,1/13/2021,6/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,HashiCorp Software,SLP-20-70-0063Z,TABORDA SOLUTIONS INC,1/13/2021,6/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,IBM Software,SLP-22-70-0139N,ADVANCED TECHNICAL SOLUTIONS,8/11/2022,8/12/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,IBM Software,SLP-22-70-0365A,ZPROCIS SOLUTIONS INC,8/17/2022,8/12/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,IBM Software,SLP-19-70-0133D,ADVANCED INTEGRATED SOLNS INC,8/21/2019,8/12/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,IBM Software,SLP-19-70-0027P,ALLIED NETWORK SOLUTIONS INC,8/13/2019,8/12/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,IBM Software,SLP-19-70-0101B,WAVESTRONG INC,8/13/2019,8/12/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,IBM Software,SLP-19-70-0224B,ENCHOICE INC,8/13/2019,8/12/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,iBoss Software,SLP-21-70-0343A,DATATECH IT SOLUTIONS,11/2/2021,10/25/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,iBoss Software,SLP-21-70-0027L,ALLIED NETWORK SOLUTIONS INC,11/1/2021,10/25/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,iBoss Software,SLP-21-70-0033V,AURORA SYSTEMS CONSULTING INC,11/1/2021,10/25/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,iBoss Software,SLP-21-70-0302B,NOVANIS,11/1/2021,10/25/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ID.me Software,SLP-19-70-0059T,EPLUS TECHNOLOGY INC,5/6/2019,12/31/2022,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ID.me Software,SLP-19-70-0003N,SHI INTERNATIONAL CORP,5/6/2019,12/31/2022,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ID.me Software,SLP-19-70-0144I,THE IFISH GROUP INC,5/6/2019,12/31/2022,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ID.me Software,SLP-19-70-0265A,V3GATE LLC,5/6/2019,12/31/2022,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,IDaptive Software,SLP-20-70-0025Z,CDW GOVERNMENT LLC,1/31/2020,12/31/2022,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,IDaptive Software,SLP-20-70-0116G,ENTERPRISE NETWORKING SOLS INC,1/31/2020,12/31/2022,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,IDaptive Software,SLP-20-70-0003P,SHI INTERNATIONAL CORP,1/31/2020,12/31/2022,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Infoblox Software,SLP-22-70-0063W,OPTM,8/1/2022,6/8/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Infoblox Software,SLP-22-70-0181C,SOLUTIONS SIMPLIFIED,7/27/2022,6/8/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Infoblox Software,SLP-22-70-0364A,NETSYNC NETWORK SOLUTIONS INC,7/27/2022,6/8/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Informa Software,SLP-20-70-0027Z,ALLIED NETWORK SOLUTIONS INC,5/22/2020,4/10/2023,Yes,No,Yes,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Informa Software,SLP-20-70-0158M,GLOBAL BLUE DVBE INC,5/22/2020,4/10/2023,Yes,No,Yes,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Informa Software,SLP-20-70-0230C,NATIX INC,5/22/2020,4/10/2023,Yes,No,Yes,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Informatica Software,SLP-20-70-0003Q,SHI INTERNATIONAL CORP,5/18/2020,2/12/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Informatica Software,SLP-20-70-0260B,PLANTE & MORAN PLLC,5/14/2020,2/12/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Informatica Software,SLP-20-70-0116H,ENS-INC,3/4/2020,2/12/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Informatica Software,SLP-20-70-0236E,FARO CONSULTING & SOLUTIONS LLC,3/4/2020,2/12/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Informatica Software,SLP-20-70-0181C,SOLUTIONS SIMPLIFIED,3/4/2020,2/12/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Informer Software,SLP-20-70-0317A,COMMAND SOURCING INC,1/13/2021,1/5/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Informer Software,SLP-20-70-0319A,TAHOE SUNSHINE LLC,1/13/2021,1/5/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Informer Software,SLP-20-70-0318A,THE SALES GROUP INC,1/13/2021,1/5/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Inlumon Software,SLP-20-70-0167H,ONCORE CONSULTING LLC,9/2/2020,4/10/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,InLumon Software,SLP-20-70-0296A,PATRIOT IT CORPORATION,4/21/2020,4/10/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,InLumon Software,SLP-20-70-0299A,STANFIELD SYSTEMS INC,4/21/2020,4/10/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,InLumon Software,SLP-20-70-0088K,THE STATESTORE INC,4/21/2020,4/10/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,iProov Software,SLP-21-70-0236H,FARO CONSULTING & SOLUTIONS,2/9/2021,1/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,iProov Software,SLP-21-70-0286D,MERGENT SYSTEMS INC,2/5/2021,1/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,iProov Software,SLP-21-70-0289B,1CYBER SECURITY RESOURCES INC,2/2/2021,1/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,iProov Software,SLP-21-70-0189G,BM ASSOCIATES INC,2/2/2021,1/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,iProov Software,SLP-21-70-0218E,BM ASSOCIATES INC,2/2/2021,1/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,iProov Software,SLP-21-70-0063A,TABORDA SOLUTIONS INC,2/2/2021,1/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Ivalua Software,SLP-20-70-0283C,AVERE INCORPORATED,3/25/2020,3/25/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Ivalua Software,SLP-20-70-0209L,HF TECH SERVICES INC,3/22/2020,3/25/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Ivalua Software,SLP-20-70-0181E,SOLUTIONS SIMPLIFIED,3/22/2020,3/25/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Ivanti Software,SLP-22-70-0090F,ABLEGOV INC,1/28/2022,6/20/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Ivanti Software,SLP-21-70-0266B,MIGRATION TECHNOLOGIES INC,12/23/2021,6/20/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Ivanti Software,SLP-21-70-0256C,STRATO COMMUNICATIONS INC,12/23/2021,6/20/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Ivanti Software,SLP-19-70-0023Y,ENTISYS360,7/29/2019,6/20/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Ivanti Software,SLP-19-70-0240B,IMPEX TECHNOLOGIES INC,7/29/2019,6/20/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Juniper Software,SLP-21-70-0151E,KOVARUS INC,4/26/2021,2/28/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Juniper Software,SLP-20-70-0116N,ENTERPRISE NETWORKING SOLS INC,5/11/2020,2/28/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Juniper Software,SLP-20-70-0059C,EPLUS TECHNOLOGY INC,5/11/2020,2/28/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Kiefer Consulting Software,SLP-22-70-0063X,OPTM,9/14/2022,8/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Kiefer Consulting Software,SLP-22-70-0194L,HSB SOLUTIONS INC,9/14/2022,8/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Kiefer Consulting Software,SLP-22-70-0220T,VISIONARY INTEGRATION PROF LLC,9/14/2022,8/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Kofax Software,SLP-21-70-0064M,CARAHSOFT TECHNOLOGY CORP,2/12/2021,12/20/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Kofax Software,SLP-22-70-0238I,OUTREACH SOLUTIONS AS A,11/30/2022,12/20/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Kofax Software,SLP-21-70-0326A,GENUS TECHNOLOGIES LLC,2/12/2021,12/20/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Kofax Software,SLP-21-70-0328A,INFOCAP NETWORKS LLC,2/12/2021,12/20/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Kofax Software,SLP-21-70-0327A,INTELLIGENT CONTENT SOLS LLC,2/12/2021,12/20/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,LCPTracker Software,SLP-20-70-0158N,GLOBAL BLUE DVBE INC,9/3/2020,5/1/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,LCPTracker Software,SLP-20-70-0112E,GRANITE DATA SOLUTIONS,9/3/2020,5/1/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,LCPTracker Software,SLP-20-70-0230D,NATIX INC,9/3/2020,5/1/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Leidos Software,SLP-20-70-0181G,SOLUTIONS SIMPLIFIED,3/26/2020,3/23/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Leidos Software,SLP-20-70-0287B,SUNSTONEIT LLC,3/26/2020,3/23/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Leidos Software,SLP-20-70-0063Q,TABORDA SOLUTIONS INC,3/26/2020,3/23/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Level II Software,SLP-21-70-0181S,SOLUTIONS SIMPLIFIED,12/22/2021,12/21/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Level II Software,SLP-21-70-0159O,SYSTEM SOLUTIONS DVBE INC,12/22/2021,12/21/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Level II Software,SLP-21-70-0063L,TABORDA SOLUTIONS INC,12/22/2021,12/21/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Mark43 Software,SLP-21-70-0332A,FOUR LEAF LLC,3/10/2021,9/25/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Mark43 Software,SLP-19-70-0278A,SHADE & PARTNERS TECHNOLOGY,10/9/2019,9/25/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Mark43 Software,SLP-19-70-0220I,VISIONARY INTEGRATION PROF LLC,10/9/2019,9/25/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,MarkLogic Software,SLP-19-70-0254D,AXIDOME LLC,12/19/2019,2/13/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,MarkLogic Software,SLP-19-70-0282A,KAMBRIAN CORPORATION,11/26/2019,2/13/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,MarkLogic Software,SLP-19-70-0181Y,SOLUTIONS SIMPLIFIED,11/26/2019,2/13/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,MarkLogic Software,SLP-19-70-0064J,CARAHSOFT TECHNOLOGY CORP,3/26/2019,2/13/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,MarkLogic Software,SLP-19-70-0063X,TABORDA SOLUTIONS INC,3/18/2019,2/13/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,McAfee Software,9-20-70-0026A,NOVANIS,5/1/2020,3/25/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,McAfee Software,9-20-70-0022A,NTT AMERICA SOLUTIONS INC,3/24/2020,3/25/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,McAfee Software,9-20-70-0010C,TABORDA SOLUTIONS INC,3/24/2020,3/25/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Medallia Software,SLP-21-70-0090B,ABLEGOV INC,7/14/2021,6/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Medallia Software,SLP-21-70-0063G,TABORDA SOLUTIONS INC,7/14/2021,6/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Medallia Software,SLP-21-70-0265B,V3GATE LLC,7/14/2021,6/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Meridian Software,SLP-20-70-0187A,M A G MGMT SVCS,8/5/2020,8/1/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Meridian Software,SLP-20-70-0188E,QUALAPPS INC,8/5/2020,8/1/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Meridian Software,SLP-20-70-0220O,VISIONARY INTEGRATION PROF LLC,8/5/2020,8/1/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Micro Focus Government Solutions,SLP-19-70-0027S,ALLIED NETWORK SOLUTIONS INC,10/17/2019,9/1/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Micro Focus Government Solutions,SLP-19-70-0023A,ENTISYS360,10/17/2019,9/1/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Micro Focus Government Solutions,SLP-19-70-0063K,OPTM,10/17/2019,9/1/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Micro Focus Government Solutions,SLP-22-70-0256D,STRATO COMMUNICATIONS INC,9/2/2022,9/1/2024,,,,,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Micro Focus Government Solutions,SLP-19-70-0220J,VISIONARY INTEGRATION PROF LLC,10/17/2019,9/1/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SCA,Microsoft Enterprise License Agreement,SCA-19-70-0002V,INSIGHT PUBLIC SECTOR INC,11/20/2019,10/31/2024,Yes,Yes,Statewide,No,SLP@dgs.ca.gov,(279) 946-8102,,
SCA,Microsoft Enterprise License Agreement,SCA-19-70-0199L,ZONES INC,11/4/2019,10/31/2024,Yes,Yes,Statewide,No,SLP@dgs.ca.gov,(279) 946-8102,,
SCA,Microsoft Enterprise License Agreement,SCA-19-70-0025U,CDW GOVERNMENT LLC,11/1/2019,10/31/2024,Yes,Yes,Statewide,No,SLP@dgs.ca.gov,(279) 946-8102,,
SCA,Microsoft Enterprise License Agreement,SCA-19-70-0204C,CRAYON SOFTWARE EXPERTS LLC,11/1/2019,10/31/2024,Yes,Yes,Statewide,No,SLP@dgs.ca.gov,(279) 946-8102,,
SCA,Microsoft Enterprise License Agreement,SCA-19-70-0008F,INSIGHT PUBLIC SECTOR INC,11/1/2019,10/31/2024,Yes,Yes,Statewide,No,SLP@dgs.ca.gov,(279) 946-8102,,
SCA,Microsoft Enterprise License Agreement,SCA-19-70-0009L,SOFTCHOICE CORPORATION,11/1/2019,10/31/2024,Yes,Yes,Statewide,No,SLP@dgs.ca.gov,(279) 946-8102,,
SCA,Microsoft Enterprise License Agreement,SCA-19-70-0169Y,SOFTWAREONE INC,11/1/2019,10/31/2024,Yes,Yes,Statewide,No,SLP@dgs.ca.gov,(279) 946-8102,,
SCA,Microsoft Enterprise License Agreement,SCA-22-70-0007E,DELL MARKETING LP,10/11/2022,10/31/2024,Yes,Yes,Statewide,No,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Microsoft Gov Select Plus Software,SLP-20-70-0199M,ZONES INC,2/12/2020,2/1/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Microsoft Gov Select Plus Software,SLP-20-70-0025Y,CDW GOVERNMENT LLC,2/7/2020,2/1/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Microsoft Gov Select Plus Software,SLP-22-70-0204E,CRAYON SOFTWARE EXPERTS LLC,2/7/2020,2/1/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Microsoft Gov Select Plus Software,SLP-20-70-0008G,INSIGHT PUBLIC SECTOR INC,2/7/2020,2/1/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Microsoft Gov Select Plus Software,SLP-20-70-0009M,SOFTCHOICE CORPORATION,2/7/2020,2/1/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Microsoft Gov Select Plus Software,SLP-20-70-0169Z,SOFTWAREONE INC,2/7/2020,2/1/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Microsoft Premier Support,SLP-21-70-0204D,CRAYON SOFTWARE EXPERTS LLC,11/17/2021,8/24/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Microsoft Premier Support,SLP-20-70-0090Y,ABLEGOV INC,8/25/2020,8/24/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Microsoft Premier Support,SLP-20-70-0199Q,ZONES LLC,8/25/2020,8/24/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Microsoft Software,9-19-70-0012A,CRAYON SOFTWARE EXPERTS LLC,5/7/2019,10/31/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Microsoft Software,9-19-70-0013A,INSIGHT PUBLIC SECTOR INC,5/7/2019,10/31/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,Microsoft Software,9-19-70-0014A,SOFTWAREONE INC,5/7/2019,10/31/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,NetApp Software,SLP-20-70-0146I,APPLIED COMPUTER SOLUTIONS,12/10/2020,11/25/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,NetApp Software,SLP-20-70-0116O,ENS-INC,12/10/2020,11/25/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,NetApp Software,SLP-20-70-0059E,EPLUS TECHNOLOGY INC,12/10/2020,11/25/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Netskope Software,SLP-22-70-0063Z,TABORDA SOLUTIONS INC,9/29/2022,9/21/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Netskope Software,SLP-22-70-0132N,PRESIDIO NETWORKED SOL GROUP,9/29/2022,9/21/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Netskope Software,SLP-22-70-0269C,DHENALI INC,9/29/2022,9/21/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Netskope Software,SLP-22-70-0280E,BLUE KARMA SECURITY LLC,9/29/2022,9/21/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,NetsKope Software,SLP-22-70-0155G,WORD SYSTEMS LLC,10/20/2022,9/21/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,NoHold Software,SLP-20-70-0277B,DATA SCIENCE CENTRAL LLC,5/8/2020,4/25/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,NoHold Software,SLP-20-70-0262D,ENTERPRISE ARCHITECTED,5/8/2020,4/25/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,NoHold Software,SLP-20-70-0238E,OUTREACH SOL AS A SERVICE LLC,5/8/2020,4/25/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Nutanix Software,SLP-21-70-0025H,CDW GOVERNMENT LLC,4/29/2021,1/8/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Nutanix Software,SLP-21-70-0064O,CARAHSOFT TECHNOLOGY CORP,3/10/2021,1/8/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Nutanix Software,SLP-21-70-0023K,ENTISYS360,3/4/2021,1/8/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Nutanix Software,SLP-21-70-0059H,EPLUS TECHNOLOGY INC,3/4/2021,1/8/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Nutanix Software,SLP-21-70-0240D,IMPEX TECHNOLOGIES INC,3/4/2021,1/8/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Nutanix Software,SLP-21-70-0331B,ONPAR ADVISORS LLC,3/4/2021,1/8/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,NWN Software,SLP-22-70-0236I,FARO CONSULTING & SOLUTIONS LLC,1/26/2022,12/10/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,NWN Software,SLP-20-70-0158P,GLOBAL BLUE DVBE INC,12/22/2020,12/10/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,NWN Software,SLP-20-70-0316A,LEFT COAST TECH LLC,12/22/2020,12/10/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,NWN Software,SLP-20-70-0176D,SHADE & PARTNERS TECHNOLOGY,12/22/2020,12/10/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,NWN Software,SLP-20-70-0088M,THE STATESTORE INC,12/22/2020,12/10/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,OKTA Software,SLP-22-70-0063Y,TABORDA SOLUTIONS INC,9/27/2022,9/22/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
